lon,lat
-6.25640191813,53.3495569617
-6.25397929632,53.350339571
-6.25018860571,53.3491826652
-6.24671143087,53.3485361454
-6.24782298676,53.3434061734
-6.25289624186,53.3375608261
-6.25794099552,53.3387520827
-6.25634491526,53.3455245948
