lat,lon,panoid,year,month
53.344304,-6.249788,C3wpWrIZn06mL941u521Nw,2015,10
53.344309,-6.256340,Ei_TnK1xSFWzeF0zwB_lCA,2011,4
53.344313,-6.249834,60EvU2QpwJiPCiBWdrU2uA,2015,10
53.344314,-6.250315,vRnNh7Z7l8Hd_XfmOkv4Tw,2009,8
53.344315,-6.253098,AKuhzuNJVXeK0YEYaXnEqw,2011,4
53.344316,-6.250301,R2OfdqiRN6PLwIS47-MNYw,2009,6
53.344317,-6.254315,MIxGN1r912Vz9BQJq-EKCA,2011,4
53.344320,-6.250291,FW5e7SmWVurQLse7-BkObw,2017,4
53.344320,-6.250270,o4oTziGIIL9ZNAHnEUzbPA,2014,6
53.344323,-6.249880,67Qr5sG06WQAlb55RxhNOA,2015,10
53.344324,-6.253578,RnLkHkMYZDQiagrUtF8WQQ,2011,4
53.344328,-6.250313,IKoNzUokaz3M0OBKUsJMeA,2012,7
53.344333,-6.249926,GY6rd6aIN10I4kMb_FrYhg,2015,10
53.344333,-6.250226,VGXrn22J2sXMd3TLPi1UPg,2017,7
53.344334,-6.253673,SD_eLrNGPMwGdDzKLEjxrQ,2017,4
53.344336,-6.254651,Jgo7wu-LtxLhdDr92vuzkA,2011,4
53.344340,-6.253671,SOZ7__cgFka5XBoMUI_0Vw,2011,4
53.344342,-6.253204,XVnffu-SprTRjFvEoUbGKA,2011,4
53.344344,-6.249972,rO_6dfVrvuqK5vWMDVurkA,2015,10
53.344345,-6.248423,qskJmelACxBUugD6ZO8yNg,2014,6
53.344348,-6.255959,4lo51xBCaN5e2fU9EUIpFA,2011,4
53.344352,-6.250313,29jGJCW8qc_r2uyMQgoX_A,2017,7
53.344353,-6.250018,_WgHAEWGDslK2ZkoCf3MJg,2015,10
53.344355,-6.253780,nkNkJ719lnhfJnMhzd_DNA,2011,4
53.344358,-6.250464,wBa0cmuDQcaNVG6TIci12A,2014,6
53.344360,-6.254247,WVcCZJiz9zyU5_DKiN4OMg,2011,4
53.344361,-6.249103,R6cjHnl3mRGiVgR6g93mBA,2017,4
53.344361,-6.250066,nY6HfZlbZs-BAWY1zOVtww,2015,10
53.344362,-6.250477,BxHINdJ9IT2QaLH23hE1QQ,2012,7
53.344364,-6.249104,YPZrSvtjfp1X4R4-GETbQA,2017,7
53.344366,-6.253314,CsESZ7KVwd8ZDm7rXdyNkg,2011,4
53.344371,-6.250114,ROGv4vUyPGj4gVyFNBxVYA,2015,10
53.344373,-6.250421,Ji9tWTcq3vJloz9W6UmR-w,2017,4
53.344373,-6.256334,u-FkjOnj3wWdU9P4OUS77g,2011,4
53.344374,-6.248418,-uOCeZuwvp5Xm5bjm7tbYQ,2017,4
53.344375,-6.249154,ks0BCQQXJo2CQ0l9XcgcQg,2009,8
53.344375,-6.253915,IeiIxCVlVzJQGDJ-EiPHSA,2011,4
53.344381,-6.250162,6HT-XhKQ7fd_vaxKf5E1lg,2015,10
53.344381,-6.253388,69-y3KpYYKoI2podzuA31Q,2011,4
53.344386,-6.249148,S8njqCXpOuoPV36nFQ-C0A,2014,6
53.344388,-6.250479,gCh6I_rWnCTbpQjfxt5Rfw,2017,7
53.344388,-6.250653,mhuX5-qLuxJ8EPnuGm3WZw,2009,6
53.344389,-6.256565,GcaKd6l5ePAMaxV0kKyC7w,2011,4
53.344390,-6.256465,j_JWspq1NTWsp8gebtkUnA,2011,4
53.344390,-6.250210,dDO5RR_BEzGKsbwkZyNUng,2015,10
53.344392,-6.254053,5of3BZBo3M5VTmXx0xLSvA,2011,4
53.344392,-6.250628,P5yAfUg2P-Db77LKR4qP5Q,2014,6
53.344399,-6.250256,LWG-gjZ_fUG4RJT-kd-W8g,2015,10
53.344400,-6.254153,0toy66RPar2CKCFbt6qHIA,2011,4
53.344403,-6.250564,h8rMp63sr1M6YkHjAGSNtw,2017,4
53.344405,-6.249077,rQNBff4MtlI0v_rQBz8eXA,2017,4
53.344407,-6.250738,k1flsdlnU-iluLCjHJP4mw,2009,6
53.344408,-6.250291,ewwit239FEiDwT1ay-y-Hg,2015,10
53.344408,-6.250595,WcR3PTcaypRy0CBE_kOnFA,2009,9
53.344409,-6.249124,9W5GLohCrtF-QQZ7HVPakQ,2009,8
53.344411,-6.249075,m23PuwRzhPOz0oo2DAcMxg,2017,7
53.344411,-6.250718,LsnvOdjajdpC-szDAPBNbw,2012,7
53.344412,-6.250761,nBkElHcfUYinZ6RJaxF2-A,2009,8
53.344416,-6.250337,oo14qtOOD5aCLsGIExDqxA,2015,10
53.344420,-6.250630,FdwzRx-7f02VFQUXrrZjgA,2017,7
53.344421,-6.254639,CocDgqq3Fq5fdDsqoanRHg,2011,4
53.344424,-6.249123,BkFR_XfLsdZo1hlIdacErw,2014,6
53.344427,-6.250383,MXPCgJxUYUFG-nTvo3_29g,2015,10
53.344432,-6.248371,NteZWMnLmluShj6gpsLztg,2014,6
53.344433,-6.250704,NBabhIWQuY7ltxqJI4zisg,2017,4
53.344434,-6.249578,3aKJTC6cIswAAAQ1mV-8ug,2016,8
53.344436,-6.250430,ovF461lEQcUF0PXPArK41g,2015,10
53.344437,-6.249593,i3NZsmFpP1YAAAQ1mV-8uw,2016,8
53.344441,-6.250884,Ek8Rm9e7fP3zfhRPq02r_w,2009,6
53.344442,-6.253904,aBqeBmd79A80TnSZ5EGldA,2011,4
53.344445,-6.250879,zBLaVUEC9jIxeoapCEBH0A,2012,7
53.344446,-6.250754,CVDsnfp-GqhI0lgsIminWA,2017,7
53.344447,-6.250476,xju85-crh6Fj1KyNfOQ0yg,2015,10
53.344449,-6.250729,pvRnuxQBu9M_i6A4pDa62g,2014,6
53.344453,-6.250524,BqWavA9cwPiwajCqVvi9VQ,2015,10
53.344456,-6.248369,S0Mu2l0wUeCpefjvm-sojw,2017,4
53.344461,-6.249520,GDoWfoSEdsoAAAQ1mV-8tQ,2016,8
53.344463,-6.249539,ge7bEWpPAkEAAAQ1mV-8tg,2016,8
53.344464,-6.250847,t0nj17cDz66V6zOl_PDDAA,2017,4
53.344464,-6.250570,L_JHMFmMYkmmnrC7JbjbJA,2015,10
53.344464,-6.249549,qpztQCOohoMAAAQ1mV-8tw,2016,8
53.344465,-6.250865,vjcizy030j1DQH3Waw79JQ,2009,9
53.344466,-6.249555,6DxnJPcjdzoAAAQ1mV-8uA,2016,8
53.344467,-6.249564,Cn8SEmfvfuMAAAQ1mV-8uQ,2016,8
53.344470,-6.256327,VrD4I5xffle2MXKJCYDraQ,2011,4
53.344473,-6.250614,67YJHhI4rB3fzHTFOthjEw,2015,10
53.344476,-6.251055,7Hvkhgshpm0ME_rMzBVnGg,2009,6
53.344477,-6.251035,xolnWIRa1J2xSFMKh7612A,2012,7
53.344477,-6.250896,nnEyGqe0qZowCSoJVvtLpQ,2017,7
53.344478,-6.249544,bFlnEc07cJ0AAAQ1mV-8vA,2016,8
53.344482,-6.250656,Mo5EmknwRZKUcV5jkzXbjw,2015,10
53.344484,-6.249038,9MjL7MGXCkFAfDMwAmZlFQ,2017,4
53.344485,-6.251049,4Amj21_1QKQGAmkQidygdA,2017,4
53.344487,-6.249499,bbqWdMiVLCwAAAQ1mV-8vQ,2016,8
53.344488,-6.250908,QH1QYshAfPUVkh8tJ7kvUg,2014,6
53.344490,-6.255943,lZ-G3BG38Nu-1n-EK7DdbQ,2011,4
53.344491,-6.250697,ZRwWmjUHrQbOGLeP9XMCwA,2015,10
53.344494,-6.249575,1ywmZAHdi54AAAQ1mV-8wA,2016,8
53.344494,-6.249508,p3AGCfLfYk4AAAQ1mV-8vg,2016,8
53.344494,-6.249027,nW-WECdafehE64QCPA2eXg,2009,9
53.344497,-6.249598,9lyzdDLwMZQAAAQ1mV-8wQ,2016,8
53.344501,-6.250735,KNZXMLedz4uiHuL67sjWWA,2015,10
53.344501,-6.251112,SMXxWgM4ao4RitcFh7pfPA,2009,8
53.344505,-6.254624,VlPmo6lRGpTEaXBUOL5e1w,2011,4
53.344507,-6.249536,qo_61CJ8RyMAAAQ1mV-8xQ,2016,8
53.344510,-6.250774,rGM4N-2wwePGl2_J4Pjnxg,2015,10
53.344511,-6.249017,Nzsr0VYA5OsxXV1NZkIPXA,2017,7
53.344511,-6.254013,q7LwKcLweoRLqKC4vBrrag,2011,4
53.344511,-6.251056,6_A601hbZZp_OX9hkQfPew,2017,7
53.344514,-6.254194,AEaI9eL26hmttOYe7Sd1eQ,2011,4
53.344514,-6.249532,_U5wr5ZG__IAAAQ1mV-8xA,2016,8
53.344515,-6.251258,78iplFNUA2-R2qr2E2TAHg,2009,6
53.344517,-6.249550,YNWlPla3UdAAAAQ1mV-8ww,2016,8
53.344518,-6.250815,b4UynbVpmR9zrIFhG3bIfw,2015,10
53.344518,-6.251059,als3QslijQVT81XAp5RJ5w,2014,6
53.344521,-6.249584,qpXS-YBc4CgAAAQ1mV-8wg,2016,8
53.344522,-6.251269,QlK3lwf3Ab8H15DzS2hSrQ,2012,7
53.344525,-6.251310,r0Ms7TrX8Jki3PyZ08HUow,2009,6
53.344527,-6.250861,kN-ut2Jrv1kNZxQTKYf8fw,2015,10
53.344537,-6.249052,MJ-XbPznNvy32mEM7Yifww,2014,6
53.344537,-6.251348,Iv2kgslTAMk-6tUrBQXvIg,2012,7
53.344538,-6.250911,MDXFVlAfpc88KQHQOnfBRg,2015,10
53.344540,-6.251343,_eb3_DfhHSTVhOOLYI8l2g,2014,6
53.344549,-6.251238,gAGzUo4-x9GdvinHXN9YAQ,2017,7
53.344550,-6.250959,RXTQV4z_KWTRAopk4TUczw,2015,10
53.344552,-6.251294,TD4hUptcfOc1STDy6V9NQw,2009,8
53.344561,-6.251247,2vsRAg71j7nRVzPiNenk6w,2014,6
53.344561,-6.251480,zzIf3j_cm4J0Sg6KiXiLtg,2014,5
53.344561,-6.255934,TXQ-X0EuQ_2d6MuNkpIBQg,2011,4
53.344561,-6.251005,AFgSbXZFniudyw4oNVTevA,2015,10
53.344562,-6.248301,LtvbJvJf7a5VF0W_2xvKzQ,2014,6
53.344565,-6.251345,y8bpVqSGyp28JjZ-kfMHEg,2009,8
53.344565,-6.251317,F_ORYTUQB9Jv9lWctaehjQ,2017,7
53.344566,-6.251506,CQOHZ2ro-biz8RXNWAWmgw,2012,7
53.344573,-6.248300,CeKUEp5IeyEiYeZxi7MIeg,2017,4
53.344574,-6.251051,T3UHa1D4IoYT4qNB8px8Zw,2015,10
53.344580,-6.251584,WjJS4sppF6izyyXIYUL2Ug,2012,7
53.344580,-6.254228,QM-6LVaV2Wl6VbLew9SBcQ,2011,4
53.344580,-6.251092,KXYE4unu8DHAt31od9wh9Q,2015,10
53.344581,-6.254628,sZCHDY2NPuxOpn6IgWJEAg,2011,4
53.344583,-6.251572,ZJvBShFvYQ2WAie9ne0YHg,2014,6
53.344586,-6.251275,wN7Po0EzYvemCi9SNc4d_g,2017,4
53.344586,-6.254716,3k1bPWdQ6qMaLWMbc3sqhg,2011,4
53.344587,-6.248978,7PtWtw_5kvkezqfYC0GyEg,2017,4
53.344589,-6.251132,WvRK90Hpt26t2mqgFtaYRw,2015,10
53.344590,-6.254823,lHHLXbzYrwOLy3r7GsOJJw,2011,4
53.344591,-6.251675,HfOEebO548gPrK8v-HcoVQ,2009,6
53.344598,-6.251181,4dbQPgMNrONnb6C0I7DUMw,2015,10
53.344599,-6.251485,7FSLR9qncRfG9_-4zh133g,2017,4
53.344600,-6.255065,Gh8Kfb7BOcR5anxJj72GDg,2011,4
53.344602,-6.251503,BzrCF0tFXG_Ov6JZ6kWC6Q,2017,7
53.344602,-6.248281,eJaMjy_QryY5MWTsBIRxRw,2014,6
53.344604,-6.251689,zC7MBDH-IPt9HR80TFvh8g,2014,6
53.344605,-6.255176,zKAhqVMwALT-hQUZvfEtKA,2011,4
53.344608,-6.251739,bSuJH3enoxM9huCQYtrPoQ,2012,7
53.344608,-6.251225,rCD7tXJdDZ5n9Zqzq5-pWQ,2015,10
53.344609,-6.255314,TxhnmD2Xg7M4BdL3DooIDQ,2011,4
53.344610,-6.251777,OqU19D8kAzKSx-aDsQ3E4g,2009,6
53.344611,-6.248278,MLml3WuWvNYHzcVgdZ1OZA,2017,4
53.344612,-6.251541,bnDQaqVtfBLpx81MFyS-1g,2009,6
53.344612,-6.251558,yaIVGcsHUY1uiy-qUKa0qQ,2017,4
53.344613,-6.251739,F1yO2Zj26J53Kx8T41ug0Q,2014,6
53.344615,-6.251491,IGroUOmzdKu2SAyAAFYY_A,2017,4
53.344616,-6.255443,NOZxnj6pZvp0StcZsrhdAg,2011,4
53.344616,-6.251583,Ie3BuI5ApOWKUtymBKCNdg,2017,7
53.344618,-6.248954,g9tvEuXSczoDfX1ZhiTzLQ,2017,7
53.344618,-6.251266,XEWf1cskGJTucobRcdJiWA,2015,10
53.344620,-6.249002,UDXvjKgPjhnE_qLL6RwJRw,2014,6
53.344622,-6.255580,o5sXmnPeFT5cV23oCBVX_A,2011,4
53.344622,-6.251817,KEhPL3jCQ0QugBRr9TUiww,2012,7
53.344625,-6.251633,6MAPBhS3bGw4Q8J2DNxm0Q,2017,4
53.344626,-6.256313,RaQjh_uHpKtKLvPNKaM6Uw,2011,4
53.344626,-6.251514,0Fxb0yI2T2ZNr8VmKtnLyA,2009,8
53.344627,-6.255707,e16xQeGBVYVWGp6oui6eow,2011,4
53.344629,-6.251311,fou66yIN-Jk21aPDsRhWGQ,2015,10
53.344631,-6.255814,aL5Rt7u2xIWezPQt1hBprA,2011,4
53.344633,-6.251682,SYwN7YU49dojwqQpkO3N0g,2017,7
53.344636,-6.251894,UGmGZfyq1vQdMr_d9m3qAA,2012,7
53.344636,-6.255927,eBdzI67XSONp8lmOnqfvJA,2011,4
53.344637,-6.254290,byG4VSFAZKXwObFicMwieg,2011,4
53.344638,-6.248994,MuldM5TILOkikfbqEhj9aw,2009,9
53.344639,-6.251928,FuHJ1kdl0k8y9JhHt7ZYNg,2009,6
53.344639,-6.254532,VcgK-oGwES22Il0CZtmp2A,2011,4
53.344641,-6.251362,nM9es2jBI9YGVLWz6id-vQ,2015,10
53.344643,-6.251777,fzJjQB2gREoTOQ0C8hiTjA,2009,9
53.344643,-6.251769,Oe9Dhe7lW63Rzw61xLxwcQ,2014,5
53.344647,-6.251765,MiugbwlF2csWhrjDJmGrQw,2017,7
53.344651,-6.254377,SJhXENUVTmPUBb0EZjX4uA,2011,4
53.344654,-6.251499,KCU9sOAO_nqWWfTMAP_l4A,2014,5
53.344655,-6.251421,ud9AjjF466paxKmUCPiiWw,2015,10
53.344659,-6.251867,gXyZiFDyj3jhTs_EZ6KbyA,2009,9
53.344667,-6.251475,CdRvIqLrsJ-p3kRvWGvohg,2015,10
53.344669,-6.248931,3sH6aAddiPiq_qLsnhAZdA,2017,4
53.344669,-6.251899,Nq7QXl9_ncpNZyFiIMRpUw,2017,7
53.344671,-6.248907,P3PTWyEIthO4SnYyzqWY7g,2009,9
53.344671,-6.252117,AcR4TmjJyVlUiLjP6mWieA,2009,6
53.344671,-6.251733,Xdcw6lBjQr7W3zRYo9Ce9A,2017,4
53.344675,-6.251930,qEOnMFf2ipYBL8qUnOmouA,2017,4
53.344676,-6.252120,COVNPMaLQ3T75sCM_Hozlw,2012,7
53.344677,-6.251528,BuCrgqeFTHZ08y88ityI5A,2015,10
53.344682,-6.248242,pKrDBTsRweUerJ6RQLEZ5A,2014,6
53.344683,-6.255927,S90WbgeDKoTVLEekHsxMxg,2011,4
53.344686,-6.251576,eJAqy4G21Ctq0BvYlW01_g,2015,10
53.344687,-6.252147,3uBNPevYG_QwwrMsRi4GCw,2014,6
53.344688,-6.248914,ubSHnFABWRkEWaUaWNmWFg,2017,7
53.344690,-6.254508,kIbTLapw1utSMWo-vOhIRw,2011,4
53.344691,-6.248233,Q4PMGFWnkKkKdqtjzfx0Zg,2017,4
53.344695,-6.251623,EvBYTzLRBcM1sq9QG6Oi3w,2015,10
53.344695,-6.256021,vHs2Ny0-uwyIqW6vx_0Xsg,2011,4
53.344695,-6.251516,MMu8mlw5HLw4-5_WEAsL8g,2009,6
53.344695,-6.256421,l8fajoFOPfUlRZ_TSSyujg,2011,4
53.344697,-6.251934,ymwFArC0X3uRIajkV9cUbw,2014,6
53.344697,-6.256338,9yGG-y0HPJuWWl-EnRjRJQ,2011,4
53.344698,-6.256532,UbXdvx_os2ncMZzw1qoj4A,2011,4
53.344700,-6.256142,BheMX2PeLPRXw0tvXzWaxw,2011,4
53.344700,-6.252287,Rmp3ovIryNi9dKd1R-Nipg,2009,6
53.344701,-6.252088,vew4CtWxcNJ4P6EazlpD5g,2017,7
53.344704,-6.252112,gsCW8Ak6sCstCOtBPl6zjg,2017,4
53.344704,-6.251667,YTEA_ih1aLGF9RE2CvgNdg,2015,10
53.344704,-6.252273,u77MjZv3dKwSzAOXFS-cAg,2012,7
53.344706,-6.252325,A3yVEYHT3XAOnGF7RsRIIQ,2009,6
53.344707,-6.248951,AXLJ4Dvy9yD3LyqoDqPJTw,2014,6
53.344708,-6.252285,yM2O_b6wVgKLEyOBzB_vtg,2014,5
53.344711,-6.251505,a0U4tsYzWFSTisSC1qzUZQ,2017,4
53.344713,-6.251712,29q1iPrRtpCjLnhNEYJGaA,2015,10
53.344719,-6.252351,qPn7ns-mBwjV0clzUbfUYg,2012,7
53.344723,-6.251758,ZIFYmmjiesTSrQxVcjl7VA,2015,10
53.344723,-6.248896,rlgzXBEcWk4RAFq05nAjmg,2009,8
53.344723,-6.251520,AXrf-kPFpJ5Xg8dTt2JScQ,2009,8
53.344726,-6.252228,i01uQLDMHL-V0PUly298Iw,2009,9
53.344728,-6.252245,7E7YsvH40Pqrs_B7ewfDDQ,2017,7
53.344732,-6.252273,vAutlCmXnLvl5U2dDFQtSQ,2017,4
53.344734,-6.252514,8Y_RYyIfuvpbWdJyIKbi4w,2009,6
53.344740,-6.251853,63aFMmCUZRzCF-BG4ZWL7Q,2015,10
53.344742,-6.252362,5RYdp7GXAsuZWhcNd6IHrA,2017,4
53.344743,-6.252330,HNccOQEW_Ls7AlBQK3udig,2017,7
53.344743,-6.252321,BPmc9RqrkPxGSq9OiJ8vTw,2009,9
53.344748,-6.252505,58B-fHW2C9UZyibjxRg4YA,2012,7
53.344748,-6.251498,Axbs8atcc4I0TtgmzNeBBA,2014,6
53.344749,-6.251903,0N-Ztq5B3F5sEZ8EH7NmSg,2015,10
53.344750,-6.248925,X0nsyOLYp4nlnlI0hi6pww,2014,6
53.344751,-6.248203,mbBMN7UAKF-zovIC6ZllJQ,2014,6
53.344754,-6.254722,mIGycIjEle8u7wdJ0K-fxQ,2011,4
53.344755,-6.248876,zVVBTQAizH1ruaOmuN33yg,2017,7
53.344756,-6.256068,lb5GrH70UtlqDbrqj8vPRQ,2011,4
53.344758,-6.251956,hqFvVcO3wZiua13D89BjjQ,2015,10
53.344761,-6.252661,KqmPKQgPhmtjdyPj1E7l5Q,2009,6
53.344762,-6.252582,fC0RnHoal9C4HHx1Oplxxw,2012,7
53.344764,-6.252009,Hcl33Qlr2fOF4wCeIw6QTg,2015,10
53.344764,-6.248871,cIW4yY46tQ2MMJKNfrjS5w,2009,8
53.344765,-6.254825,N-pysMiYw3mZXUocJBnHDw,2011,4
53.344769,-6.252506,80ORRohxjqaNOxj9v-l3Sg,2017,4
53.344770,-6.252062,q64UM0BDOy4Qn3vzOOkFVQ,2015,10
53.344770,-6.252481,V6Q1dWOymPZgjVCCJLtLBw,2017,7
53.344773,-6.248192,VhzRQ7GbNaWWCzki1H0eEQ,2017,4
53.344773,-6.252649,JMuZQzK2C3TBAD9FvktOnA,2014,6
53.344774,-6.256314,jlZQZRDpfs6rRZpw8Wgj0w,2011,4
53.344776,-6.248872,HILQPuG3GfCcgqBkYvmRXQ,2017,4
53.344776,-6.255238,HMz59c7vVF7JXyIaqN7FOw,2011,4
53.344777,-6.252344,DlZr7dRKAdfe6tqhofIhDg,2017,4
53.344779,-6.255034,96WLazeoJf69de5cMQGtaQ,2011,4
53.344779,-6.252114,gaxkRuV8UpgVv-H1OFlxDg,2015,10
53.344784,-6.248859,x-C6aUJqjIslKr3MLhk8Rw,2017,7
53.344787,-6.252166,NAHh70-Y_EeBEBi2PLMiYQ,2015,10
53.344791,-6.252735,M_ptIs_mEPJKWzwVvO4yJg,2012,7
53.344792,-6.248900,hdmVgsj842CMo3aNZLeTIw,2014,6
53.344793,-6.255361,QOrMb5MRQu4B2AosApMThA,2011,4
53.344794,-6.252596,5UQKbSjcXx_UAo08YzJLkg,2009,9
53.344794,-6.252611,nMSEIWHT5Vkai3XYefVRWQ,2017,7
53.344795,-6.252774,vPy1qtOpG8tjWOX0c9Ss2w,2009,6
53.344795,-6.248972,jyLgXLBc96X0-0oU-m0Whg,2014,6
53.344795,-6.255692,1gj1iVoKcM-8fdn_uy6BVw,2011,4
53.344797,-6.251487,RWjo254QUP4tg7FqtYfa8Q,2009,6
53.344799,-6.252215,5X7nZ2vGcDWlYfhIgE4ULQ,2015,10
53.344799,-6.252791,M7Tqcg1A9Co8iqjUuYtHRQ,2014,6
53.344800,-6.252497,mdYILenM7G8t2gRE6Lohtw,2014,6
53.344800,-6.255594,EptJ3BFSCXujQoaVR3y3Ig,2011,4
53.344803,-6.252645,i-wkJ1eS6tJUksSBC2DDNw,2017,4
53.344807,-6.249112,q5p-rm_Hd9F4VW1ztCbB2g,2014,6
53.344807,-6.252268,47Fi6p3xAndRA-KmgS1Dpg,2015,10
53.344809,-6.251479,myGiCYPFCBXfZIoWPwHqhA,2017,4
53.344809,-6.255481,y0HIobnvkAwHSBPI50eM-g,2011,4
53.344810,-6.255756,XbSvsAiMfbG1UirsX4jLLA,2011,4
53.344812,-6.249185,9tQ4BSqf9RyAvVfYbQX47Q,2014,6
53.344816,-6.251480,E7X4diDuMsS5d-5mebPR4Q,2014,6
53.344818,-6.252317,V6h2pMBM3E5zdxKtl44FTg,2015,10
53.344819,-6.252749,7ZYVsuedB8e24cYeJKnUcg,2017,7
53.344820,-6.252888,8Qqzo1g947TKBQAXaKFrWw,2012,7
53.344821,-6.252787,IKNXGJyC1GX-tvYGDDIl6w,2017,4
53.344822,-6.249338,UuWZf6kjRS6dGLqTRhrcnw,2014,6
53.344823,-6.252915,INGHN19JEUh6oqiMbEIWGQ,2009,6
53.344824,-6.248128,OtWs0MHdKf28OpVMq5xg5Q,2014,6
53.344825,-6.252929,P-iqXir8mnsrQIp4VeFzzw,2014,6
53.344825,-6.251496,lGENJ1HnvITpSr_ycmWnhA,2009,8
53.344825,-6.252368,Xxjg09HtdRBrvHUrUYE_nw,2015,10
53.344827,-6.256063,nBnKMdCfzk1OvkM1aQynvQ,2011,4
53.344829,-6.252417,3uUNWPtwyTCOTPCvm5hyxw,2015,10
53.344836,-6.249544,C3Ng_MTbNRfJQJbgrmyM2A,2014,6
53.344837,-6.252466,TJW2wgPQlC7zHdpypLQq2g,2015,10
53.344845,-6.252893,ixKoO0miZAJUXhjNAQ8zoQ,2017,7
53.344845,-6.252518,l7WUNzAin2Zw3C-OALc8SA,2015,10
53.344846,-6.252925,dhLNJXbigGOGbjapZ_E1qg,2017,4
53.344849,-6.256303,js5WiWfQmu-AzxQTPdwgtA,2011,4
53.344849,-6.253042,UWzwwyfN1wvkC-gizkUCvQ,2012,7
53.344850,-6.253066,X1t4qspRg_SrNSJXr36pLw,2014,6
53.344850,-6.248817,Tw4OWqfCX6iRFAWddXPg-w,2009,8
53.344854,-6.249744,SFwMGgl7SrzWCWP_IHGvgA,2014,6
53.344856,-6.253062,FCNMxkLy_r14RxCCDC-W-g,2009,6
53.344856,-6.248086,deYTs4z9GcKQ7BsFgQgb3w,2017,4
53.344858,-6.252622,kelCL0MDxBrgdxnn343fkA,2015,10
53.344865,-6.249791,KCbN7IMxCLdVEjerJHtrwQ,2014,6
53.344868,-6.252671,Az0c2v-t0gWIS4TEcSqgoA,2015,10
53.344869,-6.253062,jkUeebTLGmEUAq32RupapA,2017,4
53.344871,-6.253038,q1sttFgoeMLxqyr3eX1fEQ,2017,7
53.344872,-6.253208,IXTKTWKIYXzSxSd8Qz4xPw,2009,6
53.344875,-6.248851,I2w_4voYPXsTO1pGT4lfUA,2014,6
53.344877,-6.252237,iA4iVpRmuCWOA-Fypg-gJQ,2009,6
53.344877,-6.252270,kZ4Mf0Bfodi0_NF4uNT32g,2017,4
53.344878,-6.252718,9WEC7nKeZ-dn1Tci1sjlGw,2015,10
53.344879,-6.253198,jWbEbwMS6WpGAJY2xSnCZA,2012,7
53.344882,-6.253256,QkNHU3Trf1ashDmxr9XQMw,2009,6
53.344882,-6.249954,Z3S3W2Cs4vJtK8X8hZVytw,2014,6
53.344882,-6.248801,0NRpwyUUC4MRyDHuqHatqw,2017,7
53.344884,-6.253232,Ihpe6C9yMwD91bPq_4P0aQ,2014,5
53.344888,-6.253273,JjZBYb08lPpNwo-YPaa9Fg,2014,6
53.344893,-6.253203,EmRmsMIzNN4-QtecUjpJMA,2017,4
53.344894,-6.253275,xbkqP8wD3RrTEKksoOkEkg,2012,7
53.344895,-6.252817,FD7xoIV2CKHxKuaD6loGfQ,2015,10
53.344897,-6.253176,loeeTZ0fMFdMi7KRUMqSxw,2017,7
53.344898,-6.250141,BywTvOXJH0io86ScUWvDnQ,2014,6
53.344903,-6.253167,YIgIwvA-YyCe1rRlv4OQ2Q,2009,9
53.344905,-6.253276,UgDYjaPtMbdY2meghavqgw,2017,4
53.344905,-6.251466,MIPIhht--XC3JTaiS0ru7w,2009,6
53.344906,-6.251451,_v4TF09TjE_GuhH7yvFqow,2017,4
53.344908,-6.256055,HtRW9jaF76NfTjBHrfZ1hg,2011,4
53.344910,-6.253245,Xgc6ZdjdwHsnGUb01xjeSg,2017,7
53.344911,-6.252260,-vBiD4Ee06eAyL4eO17k-Q,2014,5
53.344911,-6.250284,UxUlEMZXHdLYgqAX3sXnYA,2014,6
53.344911,-6.253411,m7VrAOeTQ2C8YpeSLnFBYA,2009,6
53.344911,-6.252913,dboFb-ZK7XgDuZVKcV0FxA,2015,10
53.344914,-6.253419,luEGe_S03oIhzKCbzKtzCg,2014,6
53.344915,-6.256406,cs0um1y-88VI5PmgZMP1Bg,2011,4
53.344919,-6.252962,0LjTAtet3Weyzn5iC1p3Rg,2015,10
53.344922,-6.248781,xt_Xhp3UKJuQNu54rULRbA,2017,4
53.344923,-6.253423,BTQsHPz1diUxArhdi6bk5w,2012,7
53.344923,-6.250426,Jjc3BwfS02beINW7xM1Wsg,2014,6
53.344929,-6.253013,eXQZ5T5EK8XMFQj4bkYchg,2015,10
53.344932,-6.256294,YGMPiLbempS5BFNqVhQMXw,2011,4
53.344932,-6.247987,dVEGTNwl-5GMYYfzGgKp3A,2017,4
53.344934,-6.253347,sdiUuZTnxLO8hSn9ufAwoQ,2009,9
53.344935,-6.253379,ecqQOu0SuAv71zbud_PP9Q,2017,7
53.344936,-6.250568,DzM08MXB52iwdsTuk39VFQ,2014,6
53.344938,-6.253062,h7IvkXtKAaDERb9yIjsayA,2015,10
53.344939,-6.251469,sW-gmuaJ-hykuzc_5_XBhQ,2009,8
53.344940,-6.248763,c0hqSZacvWPpnrF0mblhoQ,2009,8
53.344944,-6.248053,GkyOjjZVUONZA9v__DyBjg,2014,6
53.344944,-6.253578,1oGGKQgOosGGrcuULUEaQQ,2009,6
53.344945,-6.253586,_NgRVBdA6YHYbDxHGOWLOg,2014,6
53.344946,-6.251443,oSWlOb8ZEd7Ltg2KgrSlmA,2014,5
53.344947,-6.253110,P6wOQS__Op8nYmG_y50F1Q,2015,10
53.344949,-6.250715,ijfF1MGCKS-SCg4WoZwGbw,2014,6
53.344950,-6.253564,hqGqlQwSi6b03RCkG68-Aw,2017,4
53.344951,-6.253568,htoiP8ul3qiIebnKXdXTsw,2012,7
