lat,lon,panoid,year,month
53.341092,-6.256817,FOLIGSjBqSvv8UmlvC_xNA,2014,6
53.341093,-6.254406,LTQNcDBhInQzSDNMao_CBw,2016,1
53.341099,-6.255098,HJ8n8kBUicd_xxpw9X56ZA,2009,6
53.341100,-6.253944,78EfUT9FCYi4CQD3ibpkvg,2016,1
53.341100,-6.254591,yRtY4irflYn6TAkG3Fvl3g,2016,1
53.341101,-6.254451,xL0YHjCguV-x5YNbyEzj-Q,2016,1
53.341101,-6.254485,t6-D7Hk94raJxVO9NT5Ofg,2016,1
53.341102,-6.255154,v0Rf2zaba_khXpgrzcKfJw,2010,9
53.341103,-6.256744,aMJxmzl7dCpUKHMRf4po-Q,2012,8
53.341104,-6.254614,JAnhUMspUAukKegukJagbA,2016,1
53.341107,-6.254488,OqEK85JCaAB0ORyKaZTYRw,2016,1
53.341108,-6.253860,kKQyEPHSnhtAI07RX1EDUA,2016,1
53.341108,-6.255114,yoBMaY4UhJJJxwiTe-LdbQ,2017,4
53.341111,-6.253890,tnRElE8CwMCzFcS3Jove5g,2016,1
53.341112,-6.254355,lRrcPFYu93yGjmz3ZqTZUw,2016,1
53.341113,-6.254521,T6jXy0HHV3OYhcIwQyOq6Q,2016,1
53.341116,-6.257170,pBZFnbVuh_bSVpvko6IUiQ,2014,6
53.341116,-6.256798,P_isevz99Fwpp-9wU3ELHg,2017,4
53.341116,-6.254482,LDjhypkbQD3nditEfBh9SA,2016,1
53.341121,-6.254402,DoMqb_ywRSu_nMSx5CJwkA,2016,1
53.341121,-6.254556,kOMbN9Q74a6S-T0bKd9-Hg,2016,1
53.341122,-6.253914,xpxjrR_QxS0jvZ9Gx9WsOQ,2016,1
53.341123,-6.253846,q2dehFMh1FpNwdXYRz-x3w,2016,1
53.341124,-6.256983,X0YFtomVpPdy3BNyYU7yMw,2009,6
53.341129,-6.253872,bGxnuYQN-X6srMMocP8X3w,2016,1
53.341129,-6.257168,N52NYaLDm-a3g4KR86sfHg,2009,6
53.341130,-6.255174,d0hlCPcGFmMLIxd6oQdDJg,2014,6
53.341130,-6.254478,3nEBNVeHVWlse6EV5y-PDw,2016,1
53.341135,-6.253903,pqaFjKq8zfxlaJNo-xl3pw,2016,1
53.341136,-6.257145,XV_VxDMkV_LzJLS8JoVPkw,2017,4
53.341140,-6.253829,cDTE98eb2xGKx_J2tqF8Mg,2016,1
53.341140,-6.253871,3xelzIBxUs6mM9sVt_xLjA,2016,1
53.341145,-6.256982,iKaafu9-GdLZi5IxKPi1GA,2012,8
53.341146,-6.256958,HM-5Vdz7tp4k_5Csdy23bA,2017,4
53.341146,-6.254470,Hd5Rc7xpJThBOrpduj8x9Q,2016,1
53.341147,-6.254543,jHXetPbK6DQgGWgdLx10-A,2016,1
53.341147,-6.254392,Vy56Kg6yYe4r2Y7OxyG8Vw,2016,1
53.341150,-6.253910,Xa6F6Ye2pCowED43IP8wOg,2016,1
53.341152,-6.257007,WVaRanribNfZjIfCLGPd4Q,2014,6
53.341153,-6.257053,ttQVPh41Uovh9aX3vgiC1g,2017,4
53.341154,-6.257063,DMvlMBFGiTWo1b8xuUtuVg,2014,6
53.341156,-6.254427,dVqxhQvuwAzvhmbFaG_ZDQ,2016,1
53.341156,-6.254466,XMS3BfUO3KBOdh-vgPDTnw,2016,1
53.341158,-6.253818,8g09HhLRCTxgk3Hy94J-DA,2016,1
53.341160,-6.257054,24KInn-hIIusNvn9D6pqeg,2009,6
53.341160,-6.253899,4r07gmBvyJCjio5ne6a7Ew,2016,1
53.341161,-6.254459,d7ovsoSshEjpqhYXOGtF0A,2016,1
53.341161,-6.257069,7y21ak64jcTXCD0SHqcWfw,2012,8
53.341164,-6.253860,MvLEDvwHmZs1vBwoWjbA1A,2016,1
53.341166,-6.254493,omW6qNWMRjRExHp2vH7t5w,2016,1
53.341168,-6.257136,V2Z3fTLaT-ph8WUuYLGHsQ,2014,6
53.341168,-6.257018,8AVAWsiBwzJIBsUwln5p3g,2009,6
53.341168,-6.255114,E9BMOkgT3yn9ABPy84NS1w,2010,9
53.341172,-6.254530,RaI91Rv_fm_83I-2yABtxQ,2016,1
53.341172,-6.253904,KpWj4ADpUUUDL8wpFmjYOQ,2016,1
53.341173,-6.257148,hUGZin5zqxBsfHg_cuoKzg,2009,6
53.341175,-6.257147,EPOmpc2WTAPccQJEBnYgLw,2012,8
53.341177,-6.253812,7RaG4tFC09YVE774MteOdQ,2016,1
53.341181,-6.257214,f8_KwGLbnyZ23uHRQsZIdg,2014,6
53.341181,-6.257016,uO0CQCrmt1AeRRjnVvf2vA,2017,4
53.341184,-6.255114,TIHjA1HXxe9Cp2xWAYzGPg,2014,6
53.341184,-6.257230,pyHP1gSNmWRzltaEX5l-ig,2009,6
53.341185,-6.255111,-7RYTb38ds-znV3LOOLXmg,2009,6
53.341186,-6.253850,rjCKJQ_BSrUutl8H7NsDeg,2016,1
53.341186,-6.255069,_hxyky-AMx8pe1h4No-5FQ,2017,4
53.341188,-6.253893,U3NMmlGpYcMNOTVKda-JvA,2016,1
53.341190,-6.253812,rGUH5XxhV-mQm_2GTHliZA,2016,1
53.341194,-6.253882,ypJHQbssh9R3h_xWhtKlmg,2016,1
53.341197,-6.257351,jNlS_dOzDl5UAz_zyNT3Xg,2009,6
53.341198,-6.257301,v34rwQslbZtFXsQYJ3g47w,2012,8
53.341200,-6.250876,De6g9-JFHyrVo4cIjfi1sg,2014,6
53.341202,-6.253812,qvSQMoV48TpWaCnoplENrA,2016,1
53.341204,-6.253840,EpmZjE0gtBKUAoJUXHx3Qw,2016,1
53.341204,-6.250781,yHa47XKlg9NG0zpFR1fsng,2009,6
53.341210,-6.253874,RsJE-3IbvHrwc9rKhkpT2w,2016,1
53.341217,-6.253863,N7mEpc6K1tDbLT9zTYfZCg,2016,1
53.341217,-6.250944,ScoxzXcO5xetkDgnk6YZlA,2017,4
53.341218,-6.250953,PGkex-N1XOZtlXJGo1ii_A,2012,7
53.341220,-6.253785,P_x8N9GfPCkH-793ax5FGw,2016,1
53.341222,-6.253811,jch36y_iIs5JQmLeXgZbHg,2016,1
53.341222,-6.252480,HhkqWMlKhtrKq2s6r48-5g,2017,4
53.341228,-6.253828,l75FkX4cJERSrO0V3urejg,2016,1
53.341229,-6.253851,_bUsgWo0VWJn1SxvsCzt7w,2016,1
53.341233,-6.250898,qoOwl_s7fAkz5IlqOXsi2Q,2017,7
53.341236,-6.250974,IdG_IPEIfsb6ZnRXzhBqkw,2014,6
53.341238,-6.257003,-glbK6dBvnoB8amu1V04gQ,2017,4
53.341239,-6.253873,t0AHinqdMGb_VZPSy730cw,2016,1
53.341239,-6.256989,aN6sSWXS24SiaHFskBrD7g,2009,6
53.341244,-6.250893,OeZnya038eLcKz8ZlccdiA,2009,6
53.341245,-6.250803,iER5aQFH_EzNESOvH0ynUQ,2017,7
53.341246,-6.255067,z4xn5irFf7kX8tRk5AoRXg,2010,9
53.341248,-6.250988,5-hJZfMVT61C9qWhmrMq_w,2017,7
53.341255,-6.251010,FM0VS1E1FWqCyCOB1ffcrw,2017,4
53.341257,-6.256995,uJ0xSmx7m_z0tcEja46gWg,2014,6
53.341270,-6.257198,vMrpPKGWdtUAAAQIt5QwoA,2013,6
53.341275,-6.255019,UXQxGgcdeUm31W_c0sTEww,2017,4
53.341280,-6.255081,r2830EsxP1yLF49DQyIz2A,2009,6
53.341283,-6.251004,p5w_ZaToL7AefkXvnh83mw,2009,6
53.341294,-6.255085,h-rGihNbUOUepJOqDAgP8Q,2014,6
53.341295,-6.257230,2CX2k9b_3ucAAAQIt5P46Q,2013,6
53.341297,-6.251145,4pUgmgQI6TOboGCnzaj0pw,2017,7
53.341300,-6.251154,U9ZXMYPbgibB9Pxza6KBKQ,2014,6
53.341313,-6.257073,bot-4rjHjP8AAAQIt5P4pQ,2013,6
53.341314,-6.252431,m_SKg3ntCshHn0l-1cbjfg,2017,4
53.341327,-6.250696,kzjs3Gx7c1W42ACydgODag,2017,7
53.341329,-6.255020,2K4KTof1-_6aL-zN0wYrRg,2010,9
53.341335,-6.250691,QGuxf-jM0VKIsA4H6Z6vFg,2017,4
53.341337,-6.251160,GuXw1dZTdZewE5_RfSX94Q,2009,6
53.341339,-6.256958,1W9VFElCCibvd5wpweJmng,2017,4
53.341339,-6.256941,Xlys6Qz4fAxCNYZGAF3j2g,2009,6
53.341340,-6.255022,-TzyrT4UV8nMCc4kf8QHfw,2009,6
53.341340,-6.251288,R5MTCpu-8Sf7e5wDysIaGg,2012,7
53.341342,-6.255030,A7PYmdzaXtr0Fys0msDD_g,2014,6
53.341344,-6.251278,L-n4l5iNszpW1irpx189Vg,2017,4
53.341345,-6.251288,RFWDjenhZnIrD6SxCuclMQ,2014,6
53.341346,-6.251290,p80jmC7WvFPHSDi6hCBAtQ,2017,7
53.341347,-6.256935,JG04bGHlgII9icJRszFk6Q,2014,6
53.341350,-6.251304,g5luCvH1yQW1fauuFy11kg,2014,5
53.341359,-6.254975,hwwcKKkcKzJRjrPYl90NWA,2017,4
53.341369,-6.251362,tnSwxGXrp-zs3MWllcDQ9Q,2014,6
53.341374,-6.251375,_9ByEEC1j3jpe6CI9G6zFw,2014,5
53.341388,-6.251417,fexMdlriz6_V1TL_lfWOIA,2012,7
53.341389,-6.257191,TwVri0UNAt4AAAQIt5QwvA,2013,6
53.341389,-6.251425,gdu1KRFG69ODNpwA0O9vVQ,2017,7
53.341397,-6.251457,_VWWoB16SjWS897HSdY7vA,2017,4
53.341405,-6.256904,G0yjPST-IDwxyHOXnAvwfA,2014,6
53.341416,-6.250602,D6GIJ-J0XMzL8bL9Z7iheg,2017,7
53.341419,-6.250598,4qerw12Cdf6aXokLzE7D6w,2017,4
53.341423,-6.256904,VSzxiG2Uk4I341AlseV5PA,2009,6
53.341428,-6.253880,Ypi7YYUtlqDBHz-FH89oSw,2017,4
53.341428,-6.251539,_zrzlAPs7tRE36lEINVGng,2014,6
53.341431,-6.252344,QOLQuuXRcypOME17QPkP_g,2017,4
53.341431,-6.251555,tg0N5tQb8aGCh_tuWYAYuA,2017,7
53.341434,-6.253902,xjFnDGSkk6WztoVKY65HmQ,2017,4
53.341440,-6.256908,s_npwdqub0CdennsUNum4A,2017,4
53.341447,-6.254963,Z1lCHB-V5DidnBXwforFoQ,2009,6
53.341448,-6.250567,ZZnIj0zVhxdJw0xETzVFnA,2017,7
53.341452,-6.251607,KJvWBfQ8OqfJUX-W-QdXwg,2012,7
53.341460,-6.254922,KDkrrctaFdZ8mEtZDV5KWg,2017,4
53.341462,-6.254947,2x-s1sCpl7KL9QAfnJAAkQ,2010,9
53.341471,-6.251678,1pssIdhusZwhMGjXnyk_4w,2014,6
53.341472,-6.251552,xGU9Sf8o-f9mz2m5IpNtsQ,2009,6
53.341473,-6.251680,mYCAFbNPd2uaWWeY05LApQ,2017,7
53.341474,-6.253949,wH6Qs7hxxRc-rrLKhPyz1Q,2017,4
53.341481,-6.251687,zJVatTCQ-UtJqRcZYNh0Sg,2017,4
53.341487,-6.254963,o7flCCbD9-5kia3KOHpWwA,2014,6
53.341500,-6.251753,q4zI3KhpFtbRzpSc47gFJw,2012,7
53.341501,-6.254934,Ib6pJi_a_woDz9BnMJvpJA,2009,6
53.341503,-6.256856,6H1HWs7sgUBfcUUyCM4uKQ,2014,6
53.341507,-6.253938,88nR14zR7sqJTyFVGBiD3Q,2017,4
53.341507,-6.252278,I-bAyb7wJfQ0z0GEg2q6oQ,2017,4
53.341512,-6.254960,4DfTO-lY-5yQ9AQ4N8ii1Q,2017,4
53.341513,-6.251792,G_C_YShnuTjOu2O9q0ZM9A,2014,6
53.341517,-6.251814,Vn-ZqviMfi-A7Mq1q3j_fA,2017,7
53.341521,-6.254888,SgBeYhkyt2NyZ53B7fzg_g,2017,4
53.341522,-6.250422,JGpDCtTmb0YzON7vLnTRSg,2009,6
53.341533,-6.256848,a72fRME-qydZGsefTU5Msw,2009,6
53.341533,-6.256862,yydEbQyZj7ASBmfc9qZ9rg,2017,4
53.341536,-6.255144,aa8VS5mrEG737D4ZXjNj5g,2014,6
53.341541,-6.250408,4skb4JzewcaBQObTQfYExg,2017,4
53.341543,-6.253916,sAxL7ISG5BjSzxCyDhax7Q,2017,4
53.341551,-6.251905,1nDOWyRMy1tOLC99wRI6Yw,2014,6
53.341551,-6.255244,Jm4CHU80mgPn4fvqYm8FhA,2014,6
53.341552,-6.254898,apf2ttsRTpFfBjuF40oEbg,2010,9
53.341553,-6.255158,QlOoM51_dUZaAS82UoBRTg,2009,6
53.341554,-6.250445,MAXNx9e4s4POHTYKUZ7Glg,2017,7
53.341558,-6.255124,k6l-mrRvdj5OMhgPQUikxA,2017,4
53.341560,-6.251932,f_5SdvbRVx8Dvk1eXSp5bw,2012,7
53.341561,-6.251949,vm7ucAJ4mE9tbff5a0Y5_g,2017,7
53.341563,-6.251944,w7lvWx01kktS7vbUvH3UnA,2017,4
53.341575,-6.255284,y4dbwH9yZvKGs0WTo8QPcQ,2009,6
53.341577,-6.250384,32PV6J71_rOxbYM5Jv1VBQ,2009,6
53.341580,-6.255284,3Jfd0zeV-ZC7U5lB4ba3zQ,2017,4
53.341582,-6.255420,x2mFGtviAfJAbbUKRi9x6g,2014,6
53.341583,-6.252186,GvJOgJT9OHeNuwBLjN2_YQ,2017,4
53.341592,-6.250400,h9OeW7z22jKxemQ6_FqXaw,2017,7
53.341594,-6.255486,LAplUQwV-EL1SUrf4j4FZA,2014,6
53.341595,-6.254885,Rwv8oKxbJ3q41Qnjth3T-Q,2014,5
53.341597,-6.255421,Xsdx26j8jHPB1AX33FNa5Q,2017,4
53.341598,-6.252046,uos29O89xVbYo-z1D48h3A,2017,4
53.341601,-6.256816,ks39qMU5HzFLhgPf33yRwQ,2009,6
53.341603,-6.252078,ciHADi1C_kaqS-pc2i3UBQ,2017,7
53.341604,-6.255447,2QQls0ERXTk1u_U0Z79vyQ,2009,6
53.341607,-6.255494,lyB-EV1rnvb_L5-IPb7zaQ,2017,4
53.341608,-6.252077,Xxaz_bUjaL0NCzUfJitFWg,2012,7
53.341610,-6.254841,KhJzbJ0pX7_zUO-QVGTFgg,2017,4
53.341613,-6.255483,pFH-f1R1JkWLkehyZkAXzA,2009,6
53.341618,-6.256821,Lpcl6zmZODKGSeZl4SIa7w,2017,4
53.341620,-6.253866,jiZjcsPDMBcdBeH2D8NRfg,2017,4
53.341625,-6.252143,pcRi-o-awThUXtZOqo-P-g,2017,7
53.341625,-6.252141,6wfa1PtphhrmHohNUtmYDg,2017,4
53.341629,-6.252144,mYRDC-a34icFf6wZ-ZGxLA,2012,7
53.341629,-6.252138,j6ZdBlLoWfaHw15PhLGuJw,2014,6
53.341633,-6.250353,uEYM9TGayBsw4-G70S1eVg,2017,7
53.341634,-6.256793,Kcv26fM57_3hin2-l_suKQ,2014,6
53.341637,-6.252235,T2Sx9_ANunZuSeP6ztKlKA,2017,4
53.341638,-6.254851,F5sXAw6QXLyK_g46yPFRNw,2010,9
53.341644,-6.255715,Ni6RphKQsKmrjEA625-2Ow,2017,4
53.341646,-6.252194,1r-69u-B_D5O-3IWku43aQ,2014,6
53.341647,-6.252212,GUK0CUrXioIIDk96RyMdcQ,2017,7
53.341648,-6.255772,ih9X0WhLb5SpG87Opao86w,2014,6
53.341649,-6.252207,zzgQRCiXyQ9x4QDaBiYmjw,2012,7
53.341653,-6.252212,q1fKAdAk-rAEuY9HmrJyig,2014,5
53.341653,-6.250327,Ou70iMbAKE6BGyfKIOc4FA,2009,6
53.341655,-6.256802,3kqBfKyKMmbP47p4oLr8Dw,2017,4
53.341656,-6.255788,__vLeeokRuc-nLgYfEPpaA,2017,4
53.341659,-6.250330,7-Vau8iTnCrR2NBuzQGr9Q,2014,6
53.341660,-6.252099,4hIm0r-R1Iiqam9R6gzWdQ,2009,6
53.341663,-6.256783,a2RsU_PT6XHiMBKkF2Gk0Q,2009,6
53.341664,-6.255669,Ba5NoorcQHO29FhFem4vHA,2009,6
53.341665,-6.252261,W6-U3w_vsHxYKu5oqaSJHA,2014,6
53.341665,-6.252266,HqLFs9GtNT_yK9tjseSVHg,2017,4
53.341669,-6.252282,Cw1UpUeF1zV7eMN232mHIA,2017,7
53.341671,-6.250310,Y1c74qvqREMqZZJfz1eY7A,2017,7
53.341671,-6.252276,Ect3W4bv70-KZqrGRIzYCw,2012,7
53.341672,-6.257189,An2FofG1-ushYZTCbGq2iA,2014,5
53.341675,-6.254840,oovKQWoNm_Qup-19wwN27w,2014,5
53.341675,-6.250235,reup5YBIFjuGbnOBSa_UDg,2014,10
53.341676,-6.255910,tocY3e7kVCBj_tTsgxWJ2g,2014,6
53.341676,-6.250310,jxnSc_RPXYr4KU_0qzc2TA,2009,6
53.341681,-6.255756,xnBoZCqkkx2rtgyWQxIg8Q,2009,6
53.341685,-6.255936,PQdh344lzGnlujbMbykt-Q,2017,4
53.341689,-6.255977,JIEie_3ttJWE-VuUvrysrA,2014,6
53.341696,-6.256769,cIsPCUTUTT8n8Mmi1dtUiw,2009,6
53.341698,-6.254793,_JqxMnlzM279YUMAwcvq2g,2017,4
53.341700,-6.256011,kWC_DCcKvko3uW5uEkzpzQ,2017,4
53.341701,-6.253818,qWeZcspZ7UDTg4N_nWhPSQ,2017,4
53.341706,-6.252376,c5HKr5tYl2h2_xIH2BQ4_g,2012,7
53.341707,-6.250339,ow0O8TPxdzGe-HuC87Xq6Q,2017,4
53.341707,-6.255935,oyUdUlPA2YyGVlkqXB6VcA,2009,6
53.341708,-6.252392,yU2gS-Vj9DvBfwSdFFVSgw,2017,4
53.341710,-6.250307,7SXUIRTgFgkiR31-rXPhzg,2014,6
53.341710,-6.250281,Qu6vANuShF03HFeQncMf4g,2017,7
53.341711,-6.255981,w5wDHnw29CI6flu7NizpKw,2009,6
53.341714,-6.252414,tHYQR8wxei1kBAWh_GpL4A,2017,7
53.341717,-6.250335,8fMILe8edyt5MN3NB6zNuw,2017,4
53.341722,-6.252413,Pp8gKYtZy-TVgxPBvJRXMQ,2014,6
53.341722,-6.250280,f334CJpIuA_gfzyDBWxdnw,2009,6
53.341723,-6.256768,toaiOfMRD85YrgNsyRO49w,2017,4
53.341723,-6.254804,IWXjnaeDOecTehDZCgvWFQ,2010,9
53.341729,-6.256152,cJvzMYfO-w_Xyt8KAqi4_Q,2009,6
53.341731,-6.254827,x1NAaEdh3mM1bydwhbT59g,2014,6
53.341732,-6.256160,xV5sv9jr70T9AxgAJ1-dqg,2017,4
53.341732,-6.256192,kHt7NaYjEXMeCUJdH_Rbkw,2014,6
53.341733,-6.249424,etWyr7ZDbX6nHCU2bQZoOQ,2014,10
53.341747,-6.250173,1Q02INrzJuA3Vy1OEjd9Gg,2014,5
53.341747,-6.249356,F2sSLwncJR7yS2djyn2Gww,2017,4
53.341748,-6.250389,mNGAcCXHIgIAAAQvOm3viQ,2016,3
53.341748,-6.256239,AavF8MCjYeJAzARmljF6uQ,2017,4
53.341749,-6.256762,HXA1lymb0UMtnrOAfhlJEA,2014,6
53.341749,-6.254509,zcDON1UpOOX5lgfY5xzq1g,2016,1
53.341751,-6.256276,CK_8RNEdbubH7wPpFNQ1fA,2009,6
53.341751,-6.256284,7Majpy6aelXpuRZeIcZPHw,2014,6
53.341751,-6.250181,Gj3jMlqCTiDvgL8WqLFK6w,2017,4
53.341752,-6.250271,A8rgOmWij5LEYW5UppEWXg,2017,7
53.341753,-6.254528,1hCM34vqgLzyH-C10hvZoQ,2016,1
53.341755,-6.254482,R0ow44KSi9KY3la0wwqgBA,2016,1
53.341755,-6.249427,vjTkvRc9YOqhOuN76MAFOA,2009,9
53.341757,-6.250161,nVO5wIZx1i3vwawV0uaR0w,2009,6
53.341758,-6.249393,f1rau5Aukuzjc-_f0SwsWg,2014,6
53.341759,-6.254501,Om1cn9AgwiQczEhWFty7Tw,2016,1
53.341760,-6.249393,gTzUv2shGRC2QWeL7khgSw,2017,7
53.341761,-6.250456,ushjqqHeSJoAAAQvOmvEKQ,2016,3
53.341762,-6.250460,k3s9mY0dA3YAAAQvOmvEJw,2016,3
53.341762,-6.250447,1AlcNyWVs44AAAQvOm3vig,2016,3
53.341762,-6.250427,d7QPq-U4uqYAAAQvOmhoAA,2016,3
53.341763,-6.249367,B6mIkbcuQxytnNccwwxK_g,2009,6
53.341764,-6.254520,DemKBDxUnHnigHf2RY8d2g,2016,1
53.341764,-6.249457,pvDqyqBlc6-jl3IwFygT2g,2014,5
53.341764,-6.249464,HqPzaEbRFvaCKG5BvseX2w,2017,4
53.341765,-6.256315,58TRpU4OsV6ofbbfxpWpbg,2017,4
53.341765,-6.249568,Y7XdvSpLnYfIMBDIZZSOBQ,2014,10
53.341766,-6.250426,5RkwgEJyaHkAAAQvOmwtBw,2016,3
53.341767,-6.250444,LiQBKj6sma8AAAQvOmhoAQ,2016,3
53.341768,-6.256720,UriuLSs7lYGsuWEE1eHXzQ,2009,6
53.341769,-6.249607,FiWebvMfxDDiwlS3CSkqlw,2009,6
53.341770,-6.250439,iQmLSulcEFIAAAQvOmtwOQ,2016,3
53.341771,-6.250151,YrBtTctV4RHygXLsmSM1ZQ,2014,10
53.341771,-6.254545,yTZvTFSXzuT_E5jC6mhwzA,2016,1
53.341773,-6.250419,U1uu509xAKsAAAQvOmhoAg,2016,3
53.341774,-6.249471,RqJ0fzCjTga8PAyRngQHMQ,2017,7
53.341776,-6.249610,JCePMTYNLEIixvaFkd3e7Q,2014,5
53.341777,-6.250460,dmH02rQAlBAAAAQvOmtwOA,2016,3
53.341777,-6.250430,8oPT5pT5yM0AAAQvOmvy-g,2016,3
53.341781,-6.254461,kpy4OsSP0MF7AWt-iojfDQ,2016,1
53.341782,-6.249578,GjyTXvb16uCTxEcvYwDQAw,2017,4
53.341782,-6.249490,tkwo8bkq9gvgWt2D8Pg3RQ,2017,4
53.341783,-6.250456,tvSUXc_dWbQAAAQvOmrFJQ,2016,3
53.341785,-6.253776,JkRx8uqq1kCwHPXaNVD9cQ,2017,4
53.341786,-6.252494,vhFT_gzC4WQMHJCI5m-eeg,2017,4
53.341786,-6.254742,AbLulKPUCXUg7r1G3IURkw,2017,4
53.341787,-6.252493,dUe9b4tQQchCKQMmCv_Hgw,2012,7
53.341787,-6.254486,W5OUncZBeC2j1Zr214pScQ,2016,1
53.341787,-6.249582,I6Z8rEfINKZ4mXHiVlOKDg,2009,9
53.341789,-6.250142,D-X3exqhpR6UFpHFYH0aWw,2017,4
53.341791,-6.249580,hqkCC-BbXoiKkxIk8t8DjQ,2017,7
53.341793,-6.254509,lotAHQqFu1ehtnM9DoX8fQ,2016,1
53.341794,-6.250129,Iu5UT5wsc5X66d8PnkXsHw,2009,6
53.341794,-6.254534,gN32brVJmM0vqV7zfLb-Ag,2016,1
53.341796,-6.249716,HTTSHD1_oBDjp0wT6X_g0g,2014,10
53.341796,-6.252500,JN5zB8OndTv_GXmblDzsxg,2017,7
53.341796,-6.250129,jpzXQxg49ue_dbyerPO70g,2014,5
53.341798,-6.256473,vi6ufJC_IXhkPAqrrf2PYA,2017,4
53.341799,-6.256728,_yyUOiw_2uQNnHVXgUvojg,2017,4
53.341800,-6.249749,TKwCW5L3q3SlkOBUg1-5nQ,2014,5
53.341805,-6.254758,I3h3YVKy3Pi6DvnJwu4pRA,2010,9
53.341806,-6.254444,yXdx0uQyC9NUIdXcq7LWAw,2016,1
53.341806,-6.254527,2ZP1aM4jEFnRohV12nWdTg,2016,1
53.341807,-6.254481,6l9CMiTRMsjArYGa9INk-w,2016,1
53.341808,-6.256656,GVMSEOmWKbscuIL8Mp7quA,2014,6
53.341808,-6.249681,jrARwT_YxhamuwCIp4-u5w,2014,6
53.341809,-6.252462,xILTQBGUhqmdtXFtJUhJNg,2009,6
53.341810,-6.252482,zPsBgfALDT0h2x4MYhmGDg,2014,5
53.341811,-6.249430,f1IfWYNuN0aWZ1awPdfl8A,2009,6
53.341813,-6.249822,zzJfqpyumNrCYCBv-wyQ2A,2009,6
53.341814,-6.254462,FSDtJhXJaBLekyb6gRChVg,2016,1
53.341814,-6.256587,HCL78emx3TmLPLXQvUa_tQ,2009,6
53.341816,-6.249756,Bs6b6UfSp-90BnZleHCf3w,2017,4
53.341816,-6.252488,VBq_wYNpppe3FL7wbDYXqw,2014,5
53.341818,-6.254780,h27xpDw7r0R38Z3Ck3ttUA,2014,6
53.341819,-6.249850,JqjqtyUVhSwH48EREUapbQ,2014,10
53.341819,-6.249859,KbnXfT8mAsjIgIDWe3ZYwg,2009,6
53.341819,-6.249722,URUfIpl9uu0uWw52AoAQgw,2009,9
53.341823,-6.252481,ip_FN9_dfofhw5X9gd-Ffw,2017,4
53.341824,-6.249750,wntDzzWAiqyXEIYpd6YBxw,2017,7
53.341825,-6.254449,SHGjH8eIFWfUw-WnYGanhQ,2016,1
53.341826,-6.256647,4LK9HK--MVGCNeTY4lT0Qw,2017,4
53.341829,-6.254428,kAFqZmZyiJgIya4y5VvG3A,2016,1
53.341829,-6.252688,CWKdOfN1HFFuBbntB2rP_A,2014,5
53.341832,-6.252483,AWJql3oyAnUqmUr6UZgqew,2017,7
53.341835,-6.249989,V1V1YYtzhjALlbxb5Fj81Q,2009,6
53.341836,-6.249975,tT9wnQmsoAKTUbmKvVGh7w,2014,10
53.341837,-6.252467,ySHkBDnLddG4xJ5V95DMfg,2012,7
53.341837,-6.254502,J0S10z7fL0e-73TVSvxUSg,2016,1
53.341838,-6.250021,tYPVu91Gh8EwvPPU56DeGw,2017,4
53.341838,-6.250014,G6I_JS5w9LG_DpgkCa1syA,2014,5
53.341841,-6.249848,KZ9YSF5SK0DKK6BBvxhvOg,2017,4
53.341844,-6.249837,HbTz18YF3fBSfSpCNDMAbg,2017,7
53.341844,-6.249860,P2cqtWM--Wde-AWzB-GKOw,2014,5
53.341846,-6.252922,mrjZxiL_tJpK0rSkF6tuOQ,2014,6
53.341847,-6.249407,wKtpuoFC_w2178xuK33Pcw,2017,4
53.341848,-6.249413,6YIfu6wbgWChKjXE4V05SA,2014,6
53.341851,-6.252441,zpqK2b1WXONf4clHBBir4g,2014,5
53.341854,-6.252715,n-678PB0aA87xFLKbme-QA,2017,4
53.341854,-6.249854,bDKb0f-evqWvuGoH9xy4UA,2009,9
53.341854,-6.254411,Qk8gMC7iML8-f_OMC8IcRg,2016,1
53.341856,-6.254488,0fxv26c1osryzCyg5G_f4g,2016,1
53.341857,-6.252562,faUuXgvpTcLJrhQdIfOPUA,2017,4
53.341858,-6.249924,TLK8FKp79sbkjG6ldIyCAA,2017,4
53.341859,-6.250323,pwQ0Lj3oWqLemOtRDLI3Kg,2014,6
53.341859,-6.249929,2HaVKTX3VOtRLuAMs4eD-w,2014,5
53.341860,-6.252430,W9HVeG8u58koMXIR82CPTA,2017,4
53.341865,-6.252429,k6tkfmwNjqYqi35cZjj-QA,2017,7
53.341865,-6.254440,vXcvOMQ2pis4ViZZ_nqdjw,2016,1
53.341866,-6.249932,FpZ8qj2zYauxAf0K4WwMRg,2017,7
53.341868,-6.250319,pLjgkrr4FsPXrvptK5pjsA,2009,6
53.341869,-6.254455,P-E9ZYTehpSVeZmmAK9I9w,2016,1
53.341869,-6.249924,-LnC3pIf0qh-EDzKbvWkbQ,2009,9
53.341869,-6.252903,f2RVXqTkboibgk5ilZaP7w,2017,4
53.341870,-6.253735,G9LgbG0NZK47GHz6R8ME_w,2017,4
53.341874,-6.254475,GiuXF1F_QmvOJydsvMJkCw,2016,1
53.341876,-6.254694,X0TXBembv3NSYQy-jbYa0w,2017,4
53.341877,-6.252393,aa45fog3P1atOI-MyRXU4A,2012,7
53.341878,-6.254724,T1B9A4yOPrBr8l0UqwzU7w,2009,6
53.341878,-6.250335,ju7vTtaMk__oVFlhXYCOUA,2017,7
