lon lat
-6.24911836975	53.3441547287
-6.24908316276	53.344146504
-6.24921786774	53.3442205267
-6.24933420386	53.3442132158
-6.2493877797	53.344218699
-6.2493877797	53.3440414097
-6.24942451742	53.3440651702
-6.24955003797	53.3440185631
-6.24915974178	53.344037053
-6.24914133082	53.3441931109
-6.24984092585	53.3434440347
-6.24962394	53.3434256596
-6.25046879978	53.3420511816
-6.25059960684	53.3420190242
-6.25069501906	53.3420741512
-6.25062730716	53.3419896231
-6.25055343964	53.3419795164
-6.25058421778	53.3419363335
-6.25279485723	53.3419225517
-6.25276100129	53.3418150536
-6.25242705854	53.3416855042
-6.25463231182	53.342276283
-6.2543968591	53.3422257501
-6.25440301472	53.3421347908
-6.25449534912	53.3421237654
-6.25464308417	53.3421292781
-6.25466155105	53.3421623543
-6.25241574822	53.3417483831
-6.25239804853	53.3417677567
-6.25235969919	53.3418276388
-6.25525864684	53.3453494869
-6.25526326356	53.3453118196
-6.25531558639	53.3453210068
-6.25531712529	53.3452539407
-6.25502473302	53.3453191693
-6.25512014524	53.3452061675
-6.25218698909	53.3446521784
-6.25219776144	53.3447872311
-6.25233934085	53.3448285737
-6.25054112839	53.3409964051
-6.25070271359	53.3412343752
-6.25071040813	53.3412738836
-6.25054574511	53.3412132428
-6.25078273674	53.3412968536
-6.25089661583	53.341295016
-6.25093970522	53.3411783283
-6.25086737661	53.3410368325
-6.25082890394	53.3410974736
-6.25096124992	53.3411158497
-6.25069809687	53.3410120248
-6.24827083786	53.3454882582
-6.24829652576	53.3455327308
-6.24850459769	53.3455434655
-6.24856881743	53.3455449991
-6.2485996429	53.3454376515
-6.24858936774	53.345419249
-6.24831193849	53.3453579073
-6.24785340959	53.3468323826
-6.24788937265	53.3467357727
-6.24783542807	53.3467664425
-6.24797928027	53.3466836339
-6.24772497013	53.346652964
-6.24782515291	53.3466989689
-6.25051981294	53.3457228888
-6.25050953778	53.3456170752
-6.2521702601	53.3458509383
-6.25221392951	53.3458509383
-6.25223191104	53.3457711949
-6.25218824162	53.3457512591
-6.25205466457	53.3457558597
-6.25203411426	53.3458632065
-6.25194677542	53.3474933113
-6.25202897668	53.3474718428
-6.25198787605	53.3472770922
-6.25172842833	53.3473660335
-6.25180292322	53.3473430315
-6.2518311799	53.3472954938
-6.25190824358	53.3473552992
-6.25193393148	53.3473752343
-6.25201099516	53.3473460984
-6.25159485128	53.3474120376
-6.25156402581	53.3473798347
-6.25165907102	53.347315429
-6.25518345	53.3475377818
-6.25512436785	53.3473859686
