lon lat
-6.25490858954	53.3474105041
-6.25483152586	53.3475454491
-6.25485978254	53.3475883861
-6.25479556281	53.3474151045
-6.25501904748	53.3467787105
-6.25498822201	53.3467909784
-6.25522968821	53.34677411
-6.25522455063	53.3468814543
-6.25500877233	53.3468799208
-6.25523739458	53.3458785417
-6.255232257	53.3458509383
-6.25529133915	53.3459506173
-6.25528363279	53.3458862093
-6.25504730417	53.3458800752
-6.25505501053	53.3458509383
-6.25500877233	53.3458800752
-6.25504987296	53.3459797541
-6.2550139099	53.3459490837
-6.25531886367	53.3409340168
-6.25515676177	53.3409318897
-6.2566046761	53.338812295
-6.25670474586	53.3389142825
-6.25672077791	53.3388472754
-6.25659074012	53.338992989
-6.25656402003	53.3390174518
-6.25642685688	53.3389791622
-6.25562347274	53.3385920095
-6.25566622489	53.3386196634
-6.25573391579	53.3385388289
-6.2555183737	53.3386037093
-6.25557003255	53.3386185998
-6.25551659236	53.338688798
-6.25551124835	53.3385462742
-6.25548274691	53.3385835006
-6.25529570626	53.338525002
-6.25523157803	53.338544147
-6.25538477324	53.3386675259
-6.25343420641	53.3381920899
-6.25363906046	53.3382250621
-6.25373347146	53.3382388892
-6.25376731691	53.3381452905
-6.25354821214	53.3380910458
-6.24784881619	53.348000207
-6.24794500852	53.3480044605
-6.24783100279	53.3481310021
-6.24792719513	53.3481341922
-6.25143999676	53.3483596267
-6.25143643408	53.3484000347
-6.25130639629	53.348397908
-6.25183456347	53.3483729188
-6.25180962472	53.3483729188
-6.25176687257	53.3483739822
-6.25165464818	53.3483835525
-6.25138032188	53.3482718988
-6.25144979413	53.3482761523
-6.25137497787	53.3481942728
-6.25169027497	53.3481602449
-6.25183456347	53.348286786
-6.25177399793	53.3482336175
-6.25506858546	53.3481400408
-6.25509530556	53.3481676885
-6.25504899073	53.3482516948
-6.25513093235	53.3482410611
-6.25505255341	53.3483303841
-6.25508461752	53.3483452713
-6.25512736967	53.3483186871
-6.25484413668	53.3483814258
-6.25478357113	53.3483505881
-6.2547372563	53.3483505881
-6.25478713381	53.3482708355
-6.25473547496	53.3482251105
-6.2547078642	53.3482692404
-6.25470430152	53.3482288323
-6.25517279383	53.3484170485
-6.25510688426	53.3492081855
-6.25508550819	53.3491582082
-6.25500356657	53.3490954707
-6.25487531012	53.3490986607
-6.25473636563	53.3491018508
-6.25471498956	53.3490880272
-6.2546223599	53.3491645883
-6.25457960775	53.3490710136
-6.25450301015	53.3492400859
-6.25441394317	53.3492709229
-6.25385103987	53.3495771651
-6.25368181261	53.3495877985
-6.2536141217	53.3495697217
-6.25359630831	53.3495537717
-6.25350011597	53.3496196986
-6.25360699635	53.3494495645
-6.25351792937	53.3493687505
-6.25331841934	53.349492098
-6.25190581706	53.349114611
-6.2518220941	53.3491986154
-6.2518042807	53.3493389769
-6.25184881419	53.3493347236
-6.25187553428	53.3494314877
-6.25180249936	53.3494389311
-6.25162258407	53.3492071222
-6.25162970942	53.3491762851
-6.25143910609	53.3491858553
-6.25482954416	53.3481808269
-6.24923201554	53.3440256056
-6.25220703932	53.3448295611
-6.25228668794	53.3446710607
-6.25506775256	53.3453719804
-6.24760719966	53.3466546897
